Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (other),0,0,0,0,0
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK central government bodies/local authorities, health and hospital authorities",0,"6,658","2,904","3,025","21,179"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK industry, commerce and public corporations","5,049","45,351","23,693","24,124","168,869"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK other sources,0,0,"2,700","1,928","13,500"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU government bodies,0,"5,279",0,754,"5,279"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU (excluding UK) other,0,0,"2,650","1,893","13,252"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU other,0,0,"1,748","1,248","8,740"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Total income,"109,763","268,915","124,612","143,106","1,001,742"
10001143,CCCU,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,300,214,"1,500"
10001143,CCCU,D,27,English Language and Literature,,,,UK-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,UK-based charities (other),0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,UK other sources,0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,EU government bodies,0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,Non-EU other,0,0,0,0,0
10001143,CCCU,D,27,English Language and Literature,,,,Total income,0,0,300,214,"1,500"
10001143,CCCU,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","73,674","16,306","42,381","43,126","301,888"
10001143,CCCU,D,28,History,,,,UK-based charities (open competitive process),"20,243","4,672","19,102","17,204","120,429"
10001143,CCCU,D,28,History,,,,UK-based charities (other),0,0,0,0,0
10001143,CCCU,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10001143,CCCU,D,28,History,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10001143,CCCU,D,28,History,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,28,History,,,,UK other sources,0,0,"8,978","6,412","44,890"
10001143,CCCU,D,28,History,,,,EU government bodies,0,0,0,0,0
10001143,CCCU,D,28,History,,,,EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,28,History,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,28,History,,,,EU (excluding UK) other,0,0,0,0,0
10001143,CCCU,D,28,History,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,28,History,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10001143,CCCU,D,28,History,,,,Non-EU other,0,0,199,142,999
10001143,CCCU,D,28,History,,,,Total income,"93,917","20,978","70,662","66,886","468,206"
10001143,CCCU,D,31,Theology and Religious Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"1,626","1,161","8,131"
10001143,CCCU,D,31,Theology and Religious Studies,,,,UK-based charities (open competitive process),0,0,400,285,"2,000"
10001143,CCCU,D,31,Theology and Religious Studies,,,,UK-based charities (other),0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,UK other sources,0,0,"17,967","12,833","89,835"
10001143,CCCU,D,31,Theology and Religious Studies,,,,EU government bodies,0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,EU (excluding UK) other,0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,Non-EU other,0,0,0,0,0
10001143,CCCU,D,31,Theology and Religious Studies,,,,Total income,0,0,"19,993","14,280","99,966"
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),0,0,"5,911","4,222","29,555"
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,"2,495","1,782","12,476"
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,753,538,"3,766"
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,0,0,"9,159","6,542","45,797"
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,"4,356","3,446","3,084","21,588"
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (open competitive process),0,0,"14,426","10,304","72,134"
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (other),0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK industry, commerce and public corporations",0,0,"1,883","1,345","9,417"
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK other sources,0,0,393,280,"1,965"
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU government bodies,0,0,"19,412","13,866","97,062"
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU (excluding UK) other,0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU other,0,0,0,0,0
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Total income,0,"4,356","39,562","28,880","202,166"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","5,509","6,010","4,127","4,594","32,158"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (open competitive process),0,"5,433","39,376","28,902","202,317"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (other),0,0,0,0,0
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"9,698","6,927","48,494"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK industry, commerce and public corporations",0,0,"66,698","47,641","333,493"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK other sources,0,0,"5,796","4,140","28,982"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU government bodies,0,0,"2,561","1,829","12,808"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU-based charities (open competitive process),0,0,0,0,0
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"EU industry, commerce and public corporations",0,0,"4,665","3,332","23,327"
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU (excluding UK) other,0,0,0,0,0
